"id","input","reference","hypothesis","bleu_score","meteor_score","ter_score","rouge1","rouge2","rougeL","pos_accuracy","ner_accuracy","lemmatization_accuracy","phrase_preservation","num_tokens","avg_token_length","num_stopwords_removed","stopwords_removal_percentage","execution_time","created_at"
"11","The axis of the antenna is at a right angle to the two lobes that a horizontal dipole emits.","Can you recommend a free online course for Google Adwords that is the best?","The axis of the antenna is at a right angle to the two lobes that a horizontal dipole emits.","2.7076575756","0.137931034","121.42857361","0.2424242496","0","0.1212121248","20","0","26.66666603088379","25","20","3.84210515022278","11","55","16.80736541748","2025-03-26 13:16:23"
"12","What knowledge should I acquire to create a game that will be a hit?","How should I start programming a game and what are the important factors to consider?","What knowledge should I acquire to create a game that will be a hit?","7.6954474449","0.2861670256","73.333335876","0.4137931168","0.1481481493","0.2758620679","37.5","0","37.5","50","15","3.85714292526245","10","66.66666412353516","12.4175157547","2025-03-26 13:17:01"
"13","Can you play all Xbox 360 games with Xbox One?","Can one play all games that were originally designed for Xbox 360 on Xbox One?","Can you play all Xbox 360 games with Xbox One?","13.858947754","0.484375","53.333332062","0.6399999857","0.2608695626","0.5600000024","46.666667938","50","53.33333206176758","25","11","3.66666674613953","6","54.54545593261719","8.429550170898","2025-03-26 13:17:49"
"14","Does the Twitter API provide the option to fetch the count of replies and retweets for a tweet?","Is it feasible to obtain the reply and retweet count of a particular tweet through Twitter API?","Does the Twitter API provide the option to fetch the count of replies and retweets for a tweet?","7.2000622749","0.4483430684","88.235290527","0.6285714507","0.2424242496","0.400000006","55.555557251","0","55.55555725097656","0","19","4.27777767181396","10","52.6315803527832","22.02745056152","2025-03-26 13:18:42"
"15","What is Yahoo! Answers, and how does it differ from Quora?","What distinguishes Yahoo! Answers from Quora?","What is Yahoo! Answers, and how does it differ from Quora?","18.476860046","0.4855769277","116.66666412","0.5882353187","0.2666666806","0.5882353187","62.5","50","87.5","100","14","4.09090900421143","10","71.42857360839844","9.426742553711","2025-03-26 13:19:24"
"16","What make a sucker pressed on a smooth wall sticks to it?","What is the mechanism that allows a sucker to stick to a smooth wall when it is pressed onto it?","What makes a sucker pressed on a smooth wall stick to it?","10.812987328","0.4645833373","65","0.625","0.2666666806","0.4375","52.941177368","0","58.82352828979492","50","13","3.75","7","53.846153259277344","9.556771278381","2025-03-26 13:20:09"
"17","Trott's improved form may put him in the running for a return to the England team.","Trott's recent displays could see him being considered for selection in the England team once again.","Trott's improved form may put him in the running for a return to the England team.","12.039217949","0.2664930522","81.25","0.470588237","0.25","0.4117647111","50","100","50","50","18","3.82352948188782","9","50","14.58632850647","2025-03-26 13:20:51"
"18","What type of games are The Battle Cats and Age of War, and what are some akin games?","What category do The Battle Cats and Age of War belong to, and what are some comparable games?","What type of games are The Battle Cats and Age of War, and what are some similar games?","51.086368561","0.6543210149","44.444442749","0.722222209","0.5294117928","0.722222209","73.684211731","100","73.68421173095703","66.66666412353516","20","3.77777767181396","12","60","19.91044044495","2025-03-26 13:21:45"
"19","How do Systems Engineering and Industrial Engineering differ from each other?","What distinguishes Systems Engineering from Industrial Engineering?","How do Systems Engineering and Industrial Engineering differ from each other?","10.600313187","0.2702702582","114.2857132","0.555555582","0.25","0.4444444478","71.428573608","100","71.42857360839844","0","12","6","7","58.33333206176758","8.926716804504","2025-03-26 13:22:21"
"20","How do I delete a question from Quora?","What is the process for removing a question from Quora?","How do I delete a question from Quora?","35.738800049","0.4049744904","60","0.4444444478","0.375","0.4444444478","45.454544067","100","45.45454406738281","50","9","3.75","6","66.66666412353516","8.501331329346","2025-03-26 13:22:53"
"21","What are some of the names of the civil engineering forums in colleges?","What are the names of the civil engineering discussion boards in colleges?","What are some of the names of the civil engineering forums in colleges?","48.415248871","0.815289259","33.333332062","0.8000000119","0.6086956263","0.8000000119","83.333335876","0","83.33333587646484","75","14","4.46153831481934","9","64.28571319580078","8.206530570984","2025-03-26 13:23:40"
"22","Today, the Skudenes area refers to the southern part of Karmy island.","Today the area of Skudenes refers to the southern part of the island Karmy.","Today, the Skudenes area refers to the southern part of Karmy Island.","38.739208221","0.555555582","42.857143402","0.9230769277","0.5","0.769230783","91.666664124","66.666664124","91.66666412353516","25","14","4.66666650772095","6","42.85714340209961","11.57598972321","2025-03-26 13:24:13"
"23","How does feminism differ from female chauvinism?","What distinguishes feminism from female chauvinism?","How does feminism differ from female chauvinism?","36.555522919","0.6147540808","50","0.6153846383","0.3636363745","0.6153846383","57.142856598","0","71.42857360839844","66.66666412353516","8","5.85714292526245","4","50","7.118829250336","2025-03-26 13:24:42"
"24","Does the law of attraction exist?","Is there any evidence to support the existence of the law of attraction?","Does the law of attraction exist?","15.992486954","0.2393857241","84.615386963","0.5263158083","0.3529411852","0.4210526347","41.666667938","0","41.66666793823242","50","7","4.5","4","57.14285659790039","4.641127586365","2025-03-26 13:25:11"
"25","What are some good books about riddles?","Are there any books you would recommend for someone interested in riddles?","What are some good books about riddles?","6.5425410271","0.1304347813","83.333335876","0.3157894611","0","0.3157894611","23.07692337","0","23.076923370361328","25","8","4.57142877578735","5","62.5","5.699220657349","2025-03-26 13:26:01"
"26","How do I market without a social media following?","How can I publicize my product or service without relying on social media followers?","How do I market without a social media following?","6.6990070343","0.2755555511","64.285713196","0.5217391253","0.190476194","0.5217391253","40","0","40","25","10","4.44444465637207","5","50","4.87122631073","2025-03-26 13:26:37"
"27","How do I market without a social media following?","How can I publicize my product or service without relying on social media followers?","How do I market without a social media following?","6.6990070343","0.2755555511","64.285713196","0.5217391253","0.190476194","0.5217391253","40","0","40","25","10","4.44444465637207","5","50","4.400221347809","2025-03-26 13:27:22"
"28","The Brute Man'' was the seventh episode of the second season that was broadcast on February 10, 1996 in Comedy Central.","The Brute Man'' was the seventh episode of the second season, which was broadcast on Comedy Central on February 10, 1996.","The Brute Man was the seventh episode of the second season that was broadcast on February 10, 1996 in Comedy Central.","53.681236267","0.7010582089","38.095237732","0.9047619104","0.8000000119","0.8095238209","90.47618866","75","90.47618865966797","83.33333587646484","23","4.68421030044556","13","56.5217399597168","9.987208366394","2025-03-26 13:28:19"
"29","How tall were adam and eve?","What was the height of Adam and Eve according to the Bible?","How tall were Adam and Eve?","11.147891998","0.1644736826","83.333335876","0.3333333433","0.25","0.3333333433","33.333332062","33.333332062","33.33333206176758","40","7","3.5","4","57.14285659790039","6.433154582977","2025-03-26 13:30:40"
"30","Is there a USC graduate program in analytics?","What postgraduate analytics programs are available at USC?","Is there a USC graduate program in analytics?","6.2746553421","0.0625","100","0.375","0","0.125","33.333332062","100","33.33333206176758","0","9","4.625","5","55.55555725097656","8.738454818726","2025-03-26 13:31:28"
"31","How many customers does an average hair salon see per day?","On a daily basis, what is the average number of customers that visit a hair salon?","How many customers does an average hair salon see per day?","5.1655745506","0.1290322542","93.75","0.2962962985","0.0799999982","0.2222222239","29.411764145","0","29.41176414489746","0","12","4.27272748947144","4","33.33333206176758","5.675589561462","2025-03-26 13:31:47"
"32","What is the meaning of event-driven programming?","What is event-driven programming?","What is the meaning of event-driven programming?","25.848657608","0.8720930219","75","0.769230783","0.5454545617","0.769230783","100","0","100","100","8","5.7142858505249","5","62.5","6.724715232849","2025-03-26 13:32:13"
"33","Which colors are commonly linked to Halloween?","Which shades are most commonly associated with the celebration of Halloween?","Which colors are commonly linked to Halloween?","8.4235553741","0.1886792481","63.636363983","0.4444444478","0","0.4444444478","33.333332062","100","41.66666793823242","33.33333206176758","8","5.57142877578735","4","50","4.232669830322","2025-03-26 13:32:34"
"34","How is IOFS: Indian Ordnance Factories Service?","How would you describe the condition of IOFS: Indian Ordnance Factories Service?","What is IOFS: Indian Ordnance Factories Service?","41.653324127","0.4330434799","58.333332062","0.5263158083","0.470588237","0.5263158083","50","100","50","50","9","5.7142858505249","4","44.44444274902344","8.011309623718","2025-03-26 13:35:38"
"35","I had opted for BCOM A & F after 12th commerce and I am not able to clear CA IPCC in 4 attempts..what should I do? Please guide!","I opted for BCOM A & F after completing my 12th commerce, but I have been unsuccessful in clearing CA IPCC after four attempts. What steps should I take now?","I had opted for BCOM A & F after 12th commerce and I am not able to clear CA IPCC in 4 attempts..what should I do? Please guide!","24.940731049","0.5522412658","60","0.6315789223","0.3636363745","0.5964912176","50","75","50","57.14285659790039","32","3.44444441795349","20","62.5","27.06058502197","2025-03-26 13:37:06"
"36","Nova Scotia student Elizabeth Quinn Gallagher, 23 (right), agreed to join the stranger on the trip.","Elizabeth Quinn Gallagher, a 23-year-old student from Nova Scotia (pictured on the right), consented to accompany the unknown person on the journey.","Nova Scotia student Elizabeth Quinn Gallagher, 23, agreed to join the stranger on the trip.","11.340877533","0.4745275974","63.636363983","0.5641025901","0.2162162215","0.4102564156","47.826087952","66.666664124","46.153846740722656","0","18","5.14285707473755","8","44.44444274902344","23.62031364441","2025-03-26 13:37:38"
"37","When a consolidation referendum was held in 1967, voters approved the plan.","Voters gave their approval to the consolidation plan during the 1967 referendum.","When a consolidation referendum was held in 1967, voters approved the plan.","4.4445877075","0.1666666716","100","0.5833333135","0","0.3333333433","50","100","50","25","14","5.27272748947144","8","57.14285659790039","11.13098907471","2025-03-26 13:38:14"
"38","Why am I against the death penalty?","What motivates my stance against capital punishment?","Why am I against the death penalty?","6.5672745705","0.0714285746","100","0.1428571492","0","0.1428571492","25","0","25","0","8","4","6","75","9.817918777466","2025-03-26 13:38:50"
"39","What type of questions are asked in wipro written technical test?","What types of questions are typically asked in the Wipro technical written examination?","What type of questions are asked in wipro written technical test?","15.541642189","0.732421875","38.461540222","0.8333333135","0.4545454681","0.75","64.285713196","0","64.28571319580078","33.33333206176758","12","4.90909099578857","5","41.66666793823242","10.73337078094","2025-03-26 13:49:37"
"40","What tips would you suggest for a 24-year-old man?","What recommendations would you make to a 24-year-old man?","What tips would you suggest for a 24-year-old man?","48.326976776","0.625","33.333332062","0.7272727489","0.5","0.7272727489","70","100","76.92308044433594","66.66666412353516","10","4.11111116409302","5","50","15.68841362","2025-03-26 13:50:25"
"41","Romeo, ten, Cruz, eight, and 21-month-old daughter Harper with .","In attendance were Romeo (10), Cruz (8), and their 21-month-old daughter Harper.","Romeo, ten, Cruz, eight, and 21-month-old daughter Harper.","27.470352173","0.3232758641","66.666664124","0.6666666865","0.3636363745","0.6666666865","50","50","57.894737243652344","40","13","5.25","6","46.153846740722656","10.34970283508","2025-03-26 13:50:48"
"42","What Xbox one games have the best single player campaigns?","Which Xbox one titles provide the most immersive single player campaigns?","What Xbox one games have the best single player campaigns?","26.477952957","0.5160550475","45.454544067","0.571428597","0.3157894611","0.571428597","50","0","58.33333206176758","0","11","4.80000019073486","4","36.3636360168457","5.84409236908","2025-03-26 13:51:11"
"43","How are uranium atoms split in a nuclear reactor?","In a nuclear reactor, what is the mechanism behind the splitting of uranium atoms?","How are uranium atoms split in a nuclear reactor?","11.281745911","0.3303703666","85.714286804","0.6086956263","0.380952388","0.3478260934","33.333332062","0","40","40","10","4.44444465637207","5","50","8.862176895142","2025-03-26 13:52:11"
"44","How fast will the Internet be on Mars?","What will be the rate of Internet connectivity on Mars?","How fast will the Internet be on Mars?","17.563827515","0.4350906909","60","0.6666666865","0.125","0.555555582","54.545455933","100","63.6363639831543","25","9","3.75","6","66.66666412353516","7.040338516235","2025-03-26 13:52:43"
"45","I'm in college how do I start my own hedge fund?","What are the initial steps to take when starting a hedge fund as a college student?","I'm in college, how do I start my own hedge fund?","5.4011235237","0.0645161271","93.75","0.2857142985","0.0769230798","0.2142857164","25","0","25","0","14","3","10","71.42857360839844","6.728991508484","2025-03-26 13:53:15"
"46","What distinguishes a QA engineer from a QA analyst?","In what ways do QA engineers and QA analysts differ in their responsibilities?","What distinguishes a QA engineer from a QA analyst?","3.7017738819","0.2504960299","84.615386963","0.4545454681","0.200000003","0.4545454681","15.384614944","100","15.384614944458008","0","10","4.66666650772095","5","50","7.001870632172","2025-03-26 13:53:50"
"47","us senate confirms janet yellen as new central bank chief","senate confirms janet yellen as chair of us federal reserve","US Senate confirms Janet Yellen as new central bank chief","4.990049839","0.5888888836","50","0.6000000238","0.4444444478","0.5","20","0","20","25","10","4.80000019073486","1","10","7.163353919983","2025-03-26 13:54:18"
"48","Why is it socially acceptable for women to wear bikinis in public but not underwear?","Why is it deemed socially acceptable for women to wear bikinis in public but not underwear, and what is the basis for this distinction?","Why is it socially acceptable for women to wear bikinis in public but not underwear?","44.352684021","0.5822069049","41.666667938","0.769230783","0.7027027011","0.769230783","66.666664124","0","66.66666412353516","42.85714340209961","16","4.59999990463257","9","56.25","10.00398731232","2025-03-26 13:55:03"
"49","On a nearly weekly basis, Greek banks launch a new branch in the Balkans.","Almost every week, Greek banks inaugurate a new branch in the Balkans.","On a nearly weekly basis, Greek banks launch a new branch in the Balkans.","45.788314819","0.6506147385","50","0.6153846383","0.5","0.6153846383","71.428573608","66.666664124","71.42857360839844","100","16","4.14285707473755","7","43.75","11.82418346405","2025-03-26 13:55:43"
"50","This insight united the nascent fields of electromagnetic theory with optics and led directly to a complete description of the electromagnetic spectrum.","The connection between electromagnetic theory and optics was established by this revelation, resulting in a comprehensive explanation of the electromagnetic spectrum.","This insight united the nascent fields of electromagnetic theory with optics and led directly to a complete description of the electromagnetic spectrum.","19.38341713","0.4844655097","71.428573608","0.5116279125","0.195121944","0.4186046422","40.909091949","0","40.90909194946289","50","23","5.90909099578857","10","43.4782600402832","18.35837364197","2025-03-26 13:56:17"
"51","I drove my car with almost no brake fluid and it worked, why and how?","What is the appropriate approach to discussing the future of our relationship with my partner?","I drove my car with almost no brake fluid and it worked, why and how?","3.0098044872","0.0666666701","100","0.1333333403","0","0.0666666701","20","0","20","0","17","3.53333330154419","11","64.70587921142578","11.33916950226","2025-03-26 13:56:47"
"53","The axis of the antenna is at a right angle to the two lobes that a horizontal dipole emits.","Can you recommend a free online course for Google Adwords that is the best?","The axis of the antenna is at a right angle to the two lobes that a horizontal dipole emits.","2.7076575756","0.137931034","121.42857361","0.2424242496","0","0.1212121248","20","0","26.66666603088379","25","20","3.84210515022278","11","55","10.84859848022","2025-03-26 16:43:59"
"54","How will the GST bill affect common men and the country? What are its pros and cons?","How will the GST bill affect the ordinary citizens and the country as a whole? What are its positives and negatives?","How will the GST bill affect men and the country? What are its pros and cons?","37.04177475","0.5487805009","42.857143402","0.7027027011","0.5142857432","0.7027027011","63.157894135","100","63.157894134521484","42.85714340209961","18","3.75","11","61.11111068725586","6.155592441559","2025-03-26 16:45:13"
"55","Do you have to take the skill tests on Upwork.con?","Is it mandatory to complete the skill assessments on Upwork.com?","Do you have to take the skill tests on Upwork.con?","15.727801323","0.3156250119","60","0.4545454681","0.200000003","0.4545454681","45.454544067","0","45.45454406738281","0","11","3.90000009536743","7","63.6363639831543","4.617992401123","2025-03-26 16:46:14"
"56","The failure of the 1905-06 reforms to address the issue of severe injuries led to a crisis in football during 1909-10.","Football encountered a crisis in 1909-10 due to the inadequacy of the previous 1905-06 reforms in resolving the problem of grave injuries.","The failure of the 1905 – 06 reforms to address the issue of severe injuries led to a crisis in football during 1909 – 10.","9.2016048431","0.3581884801","90.909088135","0.6808510423","0.2666666806","0.3829787374","47.368419647","0","59.09090805053711","33.33333206176758","26","4.36842107772827","17","65.38461303710938","8.511623382568","2025-03-26 16:46:59"
"57","Many police forces suffer from police corruption to a greater or lesser degree.","Police corruption is a widespread issue that affects many law enforcement organizations to different extents.","Many police forces suffer from police corruption to a greater or lesser degree.","3.4815015793","0.2513513565","93.333335876","0.3571428657","0.0769230798","0.2142857164","25","0","25","20","14","5.07692289352417","5","35.71428680419922","7.921725273132","2025-03-26 16:53:17"
"58","METRO is in the design phase of a 10-year expansion plan that will expand its network by five more lines.","METRO is currently designing a 10-year expansion plan that will incorporate the addition of five more lines to its network.","METRO is in the design phase of a 10-year expansion plan that will expand its network by five more lines.","42.494560242","0.65625","60","0.8095238209","0.5","0.6190476418","71.428573608","100","78.26087188720703","83.33333587646484","21","4.09999990463257","11","52.380950927734375","8.82387638092","2025-03-26 16:54:01"
"59","From where can I get the most recent IBM P8010-034 Exam VCE dumps?","What is the current location to download IBM P8010-034 Exam VCE dumps?","From where can I get the most recent IBM P8010-034 Exam VCE dumps?","45.608394623","0.4866850376","66.666664124","0.5185185075","0.400000006","0.5185185075","53.846153259","100","60","0","14","3.46153855323792","7","50","7.600111961365","2025-03-26 16:55:24"
"60","What are some mind-blowing facts about the environment?","Could you list some surprising facts related to the environment that can be awe-inspiring?","What are some mind-blowing facts about the environment?","6.1559472084","0.149253726","78.571426392","0.3333333433","0.0909090936","0.3333333433","33.333332062","0","35.29411697387695","25","9","5.75","6","66.66666412353516","4.596199989319","2025-03-26 16:55:52"
"61","As per Iain Thomson's report in The Register, iOS devices possess data discovery tools that are distinct from those used by Apple.","According to Iain Thomson's report in The Register, iOS devices come equipped with data discovery tools that are not the same as those utilized by Apple.","As per Iain Thomson's report in The Register, iOS devices possess data discovery tools that are distinct from those used by Apple.","45.966678619","0.6408818364","38.461540222","0.7200000286","0.5416666865","0.6800000072","65.517242432","66.666664124","62.068965911865234","100","25","4.60869550704956","11","44","9.402583122253","2025-03-26 16:56:27"
"62","Freud’s death in July 2011 started a battle for recognition and to prove he is a genuine relation as his father’s will was being processed.","Freud's passing in July 2011 initiated a dispute for validation and to establish his authenticity as his father's descendant during the handling of his will.","Freud’s death in July 2011 started a battle for recognition and to prove he is a genuine relation as his father’s will was being processed.","8.8489665985","0.3567999899","68","0.5185185075","0.269230783","0.5185185075","52","50","52","12.5","30","4.1538462638855","19","63.33333206176758","11.40488624573","2025-03-26 16:57:51"
"63","In 1825, George Patterson of Springfield Estate sold his friend and business partner, James Sykes.","In 1825, George Patterson sold of Springfield Estate to his friend and business associate, James Sykes.","In 1825, George Patterson of Springfield Estate sold his friend and business partner, James Sykes.","51.651672363","0.8604479432","18.75","0.9032257795","0.6206896305","0.8387096524","88.888885498","100","88.88888549804688","60","18","5.5","8","44.44444274902344","12.34181308746","2025-03-26 17:01:16"
"64","that depends on which country you are in.","it rather depends on which country you're in.","that depends on which country you are in.","35.494812012","0.6050000191","50","0.7058823705","0.5333333611","0.7058823705","70","0","70","66.66666412353516","9","4.125","7","77.77777862548828","3.634387016296","2025-03-26 17:01:44"
"65","As of 2011, minority groups made up 57.0% of Florida's children under the age of 1.","57.0% of children under the age of 1 in Florida were from minority groups in 2011.","As of 2011, minority groups made up 57.0% of Florida's children under the age of 1.","35.985900879","0.5520833135","62.5","0.7428571582","0.4848484993","0.5142857432","81.25","75","81.25","60","20","3.92857146263123","14","70","6.913946628571","2025-03-26 17:02:34"
"66","How can you tell if you require an appendectomy?","What indications point towards the necessity of removing the appendix?","How can you tell if you require an appendectomy?","3.7968018055","0","100","0","0","0","10","0","10","0","10","4.33333349227905","7","70","4.739590644836","2025-03-26 17:03:14"
"67","Kant coined the term man's release from his self-imposed tutelage to describe the Enlightenment, which refers to man's inability to use his own understanding without being directed by someone else.","According to Kant, the Enlightenment was characterized by man's emancipation from his self-inflicted ignorance, which is the inability to exercise his own reasoning without external direction.","Kant coined the term man's release from his self-imposed tutelage to describe the Enlightenment, which refers to man's inability to use his own understanding without being directed by someone else.","5.9234471321","0.3803568184","84.615386963","0.5901639462","0.2033898234","0.4590163827","57.692306519","0","60.71428680419922","37.5","34","5.09375","16","47.05882263183594","23.23157310486","2025-03-26 17:04:51"
"68","The past tense of Old English verbs can be formed in two ways: strong verbs change the root vowel, while weak verbs add a suffix like -de.","Old English verbs are classified as either strong or weak, with strong verbs modifying the root vowel to create the past tense and weak verbs using a suffix like -de.","The past tense of Old English verbs can be formed in two ways: strong verbs change the root vowel, while weak verbs add a suffix like -de.","21.913063049","0.5050504804","53.333332062","0.5964912176","0.400000006","0.4912280738","55.555557251","0","55.55555725097656","66.66666412353516","30","4","11","36.66666793823242","16.08624649048","2025-03-26 17:05:16"
"69","The problem of testing whether a given polynomial over a polynomial field is a permutation polynomial can be solved in finite time.","The problem of checking whether a given polynomial is a permutation polynomial over a polynomial field can be solved in final time.","The problem of testing whether a given polynomial over a polynomial field is a permutation polynomial can be solved in finite time.","53.024597168","0.8109090924","13.636363983","0.9090909362","0.7142857313","0.7272727489","84.210525513","0","89.47368621826172","75","23","4.95454549789429","11","47.826087951660156","24.76361656189","2025-03-26 17:06:03"
"70","The night quickly got better for the American team when Matt Grevers and Nick Thoman powered to a gold and silver one-two in the men's 100m backstroke.","The American team's night took a positive turn when Matt Grevers and Nick Thoman dominated the men's 100m backstroke, finishing first and second.","The night quickly got better for the American team when Matt Grevers and Nick Thoman powered to a gold and silver one-two in the men's 100m backstroke.","28.118782043","0.5747427344","73.913040161","0.629629612","0.4230769277","0.5185185075","68","66.666664124","69.23076629638672","50","29","4.25","13","44.82758712768555","15.48574256897","2025-03-26 17:06:31"
"71","Finally, the commissioned prose history ( Bataviae Hollandiaeque Annales'') was published in 1601.","The commissioned prose history ( Bataviae Hollandiaeque Annales'') was finally published in 1601.","Finally, the commissioned prose history (Bataviae Hollandiaeque Annales) was published in 1601.","49.355789185","0.6670494676","38.461540222","1","0.8181818128","0.9166666865","81.25","50","81.25","100","16","6.90909099578857","8","50","9.942758560181","2025-03-26 17:06:53"
"72","Since 2007, Mr Seckler has received many awards for his work.","Mr Seckler has been recognized with multiple accolades for his work since 2007.","Since 2007, Mr Seckler has received many awards for his work.","19.242031097","0.439453125","69.230766296","0.6666666865","0.4545454681","0.5","57.142856598","100","57.14285659790039","66.66666412353516","13","4.5","6","46.153846740722656","8.843010902405","2025-03-26 17:07:38"
"73","Nestor Kirchner, the Supreme Court nullified the amnesty laws, and a new .","The nullification of the amnesty laws by the Supreme Court during Nestor Kirchner's presidency marked the start of a new era.","Nestor Kirchner, the Supreme Court nullified the amnesty laws, and a new.","12.394692421","0.2848004997","76.190475464","0.5882353187","0.375","0.3529411852","50","50","50","33.33333206176758","15","4.91666650772095","7","46.66666793823242","9.477544784546","2025-03-26 17:08:13"
"74","Where can I find startup advisors?","What resources are available for finding startup advisors?","Where can I find startup advisors?","18.370727539","0.3774928749","75","0.4285714328","0.3333333433","0.4285714328","22.222221375","0","33.33333206176758","50","7","4.66666650772095","4","57.14285659790039","5.225896835327","2025-03-26 17:11:46"
"75","How does Facebook Scribe differ from Twitter Storm in terms of logging data?","What are the contrasting features of Facebook Scribe and Twitter Storm when it comes to logging data?","How does Facebook Scribe differ from Twitter Storm in terms of logging data?","12.072147369","0.3823457062","70.588233948","0.4666666687","0.2142857164","0.400000006","44.444442749","100","44.44444274902344","50","14","4.8461537361145","6","42.85714340209961","10.63818359375","2025-03-26 17:12:19"
"76","Antony Worrall Thompson said the pie was meant as a treat for children and was not intended for regular consumption.","Antony Worrall Thompson said that the cake was intended as a treat for children and was not meant for regular consumption.","Antony Worrall Thompson said the pie was meant as a treat for children and was not intended for regular consumption.","56.887691498","0.8863603473","19.047618866","0.9268292785","0.6153846383","0.8292682767","90","100","90","80","21","4.80000019073486","10","47.619049072265625","12.64292526245","2025-03-26 17:13:08"
"77","Does astrology have any basis in reality when it comes to the impact of stars and planets on human lives? If yes, how does it work?","Do stars and planets really affect human lives according to astrology? How?","Does astrology have any basis in reality when it comes to the impact of stars and planets on human lives? If yes, how does it work?","6.97605896","0.4272007346","191.66667175","0.4210526347","0.1666666716","0.3157894611","38.461540222","0","61.53845977783203","100","29","3.96153855323792","18","62.068965911865234","24.76749610901","2025-03-26 17:14:41"
"78","What is the corporate culture like at Baxter International? How is the culture different than other companies?","How does the corporate culture of Baxter International differ from other companies, and what are its defining characteristics?","What is the corporate culture like at Baxter International? How is the culture different from other companies?","14.445618629","0.3845092654","77.777778625","0.6285714507","0.3636363745","0.5142857432","50","0","50","80","19","5.41176462173462","11","57.894737243652344","8.922846794128","2025-03-26 17:14:58"
"79","What is a data scientist's career path?","What are the potential career paths for someone in the field of data science?","What is a data scientist's career path?","3.2556297779","0.1127819568","85.714286804","0.3636363745","0.1000000015","0.2727272809","21.428571701","0","28.571428298950195","20","9","3.875","5","55.55555725097656","4.200112342834","2025-03-26 17:15:36"
